national_number,gen_numeric,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,Final evolution,is_final_evo,gigantamax,mega_evolution,mega_evolution_alt,description
724,7,VII,Decidueye,Junaiper,grass,ghost,Arrow Quill Pokémon,88.14,11.86,1.6,36.6,45,3840,78,107,75,100,100,70,530,Overgrow,,,Long Reach,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,0,0,0,Rowlet,Level ,Dartrix,Level ,Decidueye,,,Decidueye,TRUE,,,,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus."
725,7,VII,Litten,Nyabby,fire,,Fire Cat Pokémon,88.14,11.86,0.4,4.3,45,3840,45,65,40,60,40,70,320,Blaze,,,Intimidate,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Litten,Level ,Torracat,Level ,Incineroar,,,Incineroar,FALSE,,,,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no."
726,7,VII,Torracat,Nyaheat,fire,,Fire Cat Pokémon,88.14,11.86,0.7,25,45,3840,65,85,50,80,50,90,420,Blaze,,,Intimidate,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Litten,Level ,Torracat,Level ,Incineroar,,,Incineroar,FALSE,,,,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches."
727,7,VII,Incineroar,Gaogaen,fire,dark,Heel Pokémon,88.14,11.86,1.8,83,45,3840,95,115,90,80,90,60,530,Blaze,,,Intimidate,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1,0,0,0,Litten,Level ,Torracat,Level ,Incineroar,,,Incineroar,TRUE,,,,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents."
728,7,VII,Popplio,Ashimari,water,,Sea Lion Pokémon,88.14,11.86,0.4,7.5,45,3840,50,54,54,66,56,40,320,Torrent,,,Liquid Voice,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Popplio,Level ,Brionne,Level ,Primarina,,,Primarina,FALSE,,,,The balloons it inflates with its nose grow larger and larger as it practices day by day.
729,7,VII,Brionne,Osyamari,water,,Pop Star Pokémon,88.14,11.86,0.6,17.5,45,3840,60,69,69,91,81,50,420,Torrent,,,Liquid Voice,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Popplio,Level ,Brionne,Level ,Primarina,,,Primarina,FALSE,,,,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.
730,7,VII,Primarina,Ashirene,water,fairy,Soloist Pokémon,88.14,11.86,1.8,44,45,3840,80,74,74,126,116,60,530,Torrent,,,Liquid Voice,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,0,0,0,Popplio,Level ,Brionne,Level ,Primarina,,,Primarina,TRUE,,,,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing."
731,7,VII,Pikipek,Tsutsukera,normal,flying,Woodpecker Pokémon,50,50,0.3,1.2,255,3840,35,75,30,30,30,65,265,Keen Eye,Skill Link,,Pickup,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,Toucannon,FALSE,,,,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.
732,7,VII,Trumbeak,Kerarappa,normal,flying,Bugle Beak Pokémon,50,50,0.6,14.8,120,3840,55,85,50,40,50,75,355,Keen Eye,Skill Link,,Pickup,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,Toucannon,FALSE,,,,It can bend the tip of its beak to produce over a hundred different cries at will.
733,7,VII,Toucannon,Dodekabashi,normal,flying,Cannon Pokémon,50,50,1.1,26,45,3840,80,120,75,75,75,60,485,Keen Eye,Skill Link,,Sheer Force,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,Toucannon,TRUE,,,,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.
734,7,VII,Yungoos,Youngoose,normal,,Loitering Pokémon,50,50,0.4,6,255,3840,48,70,30,30,30,45,253,Stakeout,Strong Jaw,,Adaptability,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Yungoos,Level in Daytime,Gumshoos,,,,,Gumshoos,FALSE,,,,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter."
735,7,VII,Gumshoos,Dekagoose,normal,,Stakeout Pokémon,50,50,0.7,14.2,127,3840,88,110,60,55,60,45,418,Stakeout,Strong Jaw,,Adaptability,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Yungoos,Level in Daytime,Gumshoos,,,,,Gumshoos,TRUE,,,,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak."
736,7,VII,Grubbin,Agojimushi,bug,,Larva Pokémon,50.2,49.8,0.4,4.4,255,3840,47,62,45,55,45,46,300,Swarm,,,,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,Vikavolt,FALSE,,,,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches."
737,7,VII,Charjabug,Dendimushi,bug,electric,Battery Pokémon,50.2,49.8,0.5,10.5,120,3840,57,82,95,55,75,36,400,Battery,,,,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,Vikavolt,FALSE,,,,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws."
738,7,VII,Vikavolt,Kuwagannon,bug,electric,Stag Beetle Pokémon,50.2,49.8,1.5,45,45,3840,77,70,90,145,75,43,500,Levitate,,,,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0,Grubbin,Level ,Charjabug,Use Thunder Stone,Vikavolt,,,Vikavolt,TRUE,,,,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams."
739,7,VII,Crabrawler,Makenkani,fighting,,Boxing Pokémon,50,50,0.6,7,225,5120,47,82,57,42,47,63,338,Hyper Cutter,Iron Fist,,Anger Point,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Crabrawler,Level up on top of Mount Lanakina,Crabominable,,,,,Crabominable,FALSE,,,,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.
740,7,VII,Crabominable,Kekenkani,fighting,ice,Woolly Crab Pokémon,50,50,1.7,180,60,5120,97,132,77,62,67,43,478,Hyper Cutter,Iron Fist,,Anger Point,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2,0,0,0,Crabrawler,Level up on top of Mount Lanakina,Crabominable,,,,,Crabominable,TRUE,,,,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!
741,7,VII,Oricorio,Odoridori,fire,flying,Dancing Pokémon,24.6,75.4,0.6,3.4,45,5120,75,70,70,98,70,93,476,Dancer,,,,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,0,0,0,Oricorio,,,,,,,Oricorio,TRUE,,,,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.
742,7,VII,Cutiefly,Abuly,bug,fairy,Bee Fly Pokémon,50.2,49.8,0.1,0.2,190,5120,40,45,40,55,40,84,304,Honey Gather,Shield Dust,,Sweet Veil,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,0,0,0,Cutiefly,Level ,Ribombee,,,,,Ribombee,FALSE,,,,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen."
743,7,VII,Ribombee,Aburibbon,bug,fairy,Bee Fly Pokémon,50.2,49.8,0.2,0.5,75,5120,60,55,60,95,70,124,464,Honey Gather,Shield Dust,,Sweet Veil,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,0,0,0,Cutiefly,Level ,Ribombee,,,,,Ribombee,TRUE,,,,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.
744,7,VII,Rockruff,Iwanko,rock,,Puppy Pokémon,50.2,49.8,0.5,9.2,190,3840,45,65,40,30,40,60,280,Keen Eye,Vital Spirit,,Steadfast,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Rockruff,Level,Lycanroc,,,,,Lycanroc,FALSE,,,,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging."
745,7,VII,Lycanroc,Lugarugan,rock,,Wolf Pokémon,50.2,49.8,0.8,25,90,3840,75,115,65,55,65,112,487,Keen Eye,Sand Rush,,Steadfast,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Rockruff,Level,Lycanroc,,,,,Lycanroc,TRUE,,,,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.
746,7,VII,Wishiwashi,Yowashi,water,,Small Fry Pokémon,50.2,49.8,0.2,0.3,60,3840,45,20,20,25,25,40,175,Schooling,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Wishiwashi,,,,,,,Wishiwashi,TRUE,,,,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents."
747,7,VII,Mareanie,Hidoide,poison,water,Brutal Star Pokémon,50.2,49.8,0.4,8,190,5120,50,53,62,43,52,45,305,Merciless,Limber,,Regenerator,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0,0,0,Mareanie,Level ,Toxapex,,,,,Toxapex,FALSE,,,,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.
748,7,VII,Toxapex,Dohidoide,poison,water,Brutal Star Pokémon,50.2,49.8,0.7,14.5,75,5120,50,63,152,53,142,35,495,Merciless,Limber,,Regenerator,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0,0,0,Mareanie,Level ,Toxapex,,,,,Toxapex,TRUE,,,,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat."
749,7,VII,Mudbray,Dorobanko,ground,,Donkey Pokémon,50.2,49.8,1,110,190,5120,70,100,70,45,55,45,385,Own Tempo,Stamina,,Inner Focus,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Mudbray,Level ,Mudsdale,,,,,Mudsdale,FALSE,,,,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.
750,7,VII,Mudsdale,Banbadoro,ground,,Draft Horse Pokémon,50.2,49.8,2.5,920,60,5120,100,125,100,55,85,35,500,Own Tempo,Stamina,,Inner Focus,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Mudbray,Level ,Mudsdale,,,,,Mudsdale,TRUE,,,,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.
751,7,VII,Dewpider,Shizukumo,water,bug,Water Bubble Pokémon,50.2,49.8,0.3,4,200,3840,38,40,52,40,72,27,269,Water Bubble,,,Water Absorb,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0,0,0,Dewpider,Level ,Araquanid,,,,,Araquanid,FALSE,,,,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.
752,7,VII,Araquanid,Onishizukumo,water,bug,Water Bubble Pokémon,50.2,49.8,1.8,82,100,3840,68,70,92,50,132,42,454,Water Bubble,,,Water Absorb,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0,0,0,Dewpider,Level ,Araquanid,,,,,Araquanid,TRUE,,,,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal."
753,7,VII,Fomantis,Karikiri,grass,,Sickle Grass Pokémon,50.2,49.8,0.3,1.5,190,5120,40,55,35,50,35,35,250,Leaf Guard,,,Contrary,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Fomantis,Level in Daytime,Lurantis,,,,,Lurantis,FALSE,,,,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it."
754,7,VII,Lurantis,Lalantes,grass,,Bloom Sickle Pokémon,50.2,49.8,0.9,18.5,75,5120,70,105,90,80,90,45,480,Leaf Guard,,,Contrary,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Fomantis,Level in Daytime,Lurantis,,,,,Lurantis,TRUE,,,,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors."
755,7,VII,Morelull,Nemasyu,grass,fairy,Illuminating Pokémon,50.2,49.8,0.2,1.5,190,5120,40,35,55,65,75,15,285,Illuminate,Effect Spore,,Rain Dish,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0,0,0,Morelull,Level ,Shiinotic,,,,,Shiinotic,FALSE,,,,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.
756,7,VII,Shiinotic,Mashade,grass,fairy,Illuminating Pokémon,50.2,49.8,1,11.5,75,5120,60,45,80,90,100,30,405,Illuminate,Effect Spore,,Rain Dish,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0,0,0,Morelull,Level ,Shiinotic,,,,,Shiinotic,TRUE,,,,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips."
757,7,VII,Salandit,Yatoumori,poison,fire,Toxic Lizard Pokémon,88.14,11.86,0.6,4.8,120,5120,48,44,40,71,40,77,320,Corrosion,,,Oblivious,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,0,0,0,Salandit,Female at Level ,Salazzle,,,,,Salazzle,FALSE,,,,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.
758,7,VII,Salazzle,Ennewt,poison,fire,Toxic Lizard Pokémon,0,100,1.2,22.2,45,5120,68,64,60,111,60,117,480,Corrosion,,,Oblivious,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,0,0,0,Salandit,Female at Level ,Salazzle,,,,,Salazzle,TRUE,,,,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.
759,7,VII,Stufful,Nuikoguma,normal,fighting,Flailing Pokémon,50.2,49.8,0.5,6.8,140,3840,70,75,50,45,50,50,340,Fluffy,Klutz,,Cute Charm,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,0,0,0,Stufful,Level ,Bewear,,,,,Bewear,FALSE,,,,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation."
760,7,VII,Bewear,Kiteruguma,normal,fighting,Strong Arm Pokémon,50.2,49.8,2.1,135,70,3840,120,125,80,55,60,60,500,Fluffy,Klutz,,Unnerve,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,0,0,0,Stufful,Level ,Bewear,,,,,Bewear,TRUE,,,,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones."
761,7,VII,Bounsweet,Amakaji,grass,,Fruit Pokémon,0,100,0.3,3.2,235,5120,42,30,38,30,38,32,210,Leaf Guard,Oblivious,,Sweet Veil,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,Tsareena,FALSE,,,,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon."
762,7,VII,Steenee,Amamaiko,grass,,Fruit Pokémon,0,100,0.7,8.2,120,5120,52,40,48,40,48,62,290,Leaf Guard,Oblivious,,Sweet Veil,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,Tsareena,FALSE,,,,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness."
763,7,VII,Tsareena,Amajo,grass,,Fruit Pokémon,0,100,1.2,21.4,45,5120,72,120,98,50,98,72,510,Leaf Guard,Queenly Majesty,,Sweet Veil,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Bounsweet,Level ,Steenee,Level up while knowing  Stomp,Tsareena,,,Tsareena,TRUE,,,,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents."
764,7,VII,Comfey,Cuwawa,fairy,,Posy Picker Pokémon,24.9,75.1,0.1,0.3,60,5120,51,52,90,82,110,100,485,Flower Veil,Triage,,Natural Cure,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0,0,0,Comfey,,,,,,,Comfey,TRUE,,,,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey."
765,7,VII,Oranguru,Yareyuutan,normal,psychic,Sage Pokémon,50.2,49.8,1.5,76,45,5120,90,60,80,90,110,60,490,Inner Focus,Telepathy,,Symbiosis,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,0,0,0,Oranguru,,,,,,,Oranguru,TRUE,,,,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.
766,7,VII,Passimian,Nagetukesaru,fighting,,Teamwork Pokémon,50.2,49.8,2,82.8,45,5120,100,120,90,40,60,80,490,Receiver,,,Defiant,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Passimian,,,,,,,Passimian,TRUE,,,,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries."
767,7,VII,Wimpod,Kosokumushi,bug,water,Turn Tail Pokémon,50.2,49.8,0.5,12,90,5120,25,35,40,20,30,80,230,Wimp Out,,,,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0,0,0,Wimpod,Level ,Golisopod,,,,,Golisopod,FALSE,,,,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean."
768,7,VII,Golisopod,Gusokumusha,bug,water,Hard Scale Pokémon,50.2,49.8,2,108,45,5120,75,125,140,60,90,40,530,Emergency Exit,,,,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0,0,0,Wimpod,Level ,Golisopod,,,,,Golisopod,TRUE,,,,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs."
769,7,VII,Sandygast,Sunaba,ghost,ground,Sand Heap Pokémon,50.2,49.8,0.5,70,140,3840,55,55,80,70,45,15,320,Water Compaction,,,Sand Veil,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0,0,0,Sandygast,Level ,Palossand,,,,,Palossand,FALSE,,,,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.
770,7,VII,Palossand,Sirodethna,ghost,ground,Sand Castle Pokémon,50.2,49.8,1.3,250,60,3840,85,75,110,100,75,35,480,Water Compaction,,,Sand Veil,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0,0,0,Sandygast,Level ,Palossand,,,,,Palossand,TRUE,,,,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls."
771,7,VII,Pyukumuku,Namakobushi,water,,Sea Cucumber Pokémon,50.2,49.8,0.3,1.2,60,3840,55,60,130,30,130,5,410,Innards Out,,,Unaware,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Pyukumuku,,,,,,,Pyukumuku,TRUE,,,,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them."
772,7,VII,Type: Null,Type: Null,normal,,Synthetic Pokémon,,,1.9,120.5,3,30720,95,95,95,95,95,59,534,Battle Armor,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,Type: Null,Level Up with Happiness Value at 220,Silvally,,,,,Silvally,FALSE,,,,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.
773,7,VII,Silvally,Silvady,normal,,Synthetic Pokémon,,,2.3,100.5,3,30720,95,95,95,95,95,95,570,RKS System,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,Type: Null,Level Up with Happiness Value at 220,Silvally,,,,,Silvally,TRUE,,,,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.
774,7,VII,Minior,Meteno,rock,flying,Meteor Pokémon,,,0.3,40,30 (Meteorite)255 (Core),6400,60,60,100,60,100,60,440,Shields Down,,,,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0,0,0,Minior,,,,,,,Minior,TRUE,,,,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground."
775,7,VII,Komala,Nekkoara,normal,,Drowsing Pokémon,50,50,0.4,19.9,45,5120,65,115,65,75,95,65,480,Comatose,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Komala,,,,,,,Komala,TRUE,,,,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether."
776,7,VII,Turtonator,Bakugames,fire,dragon,Blast Turtle Pokémon,50.2,49.8,2,212,70,5120,60,78,135,91,85,36,485,Shell Armor,,,,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,0,0,0,Turtonator,,,,,,,Turtonator,TRUE,,,,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.
777,7,VII,Togedemaru,Togedemaru,electric,steel,Roly-Poly Pokémon,50.2,49.8,0.3,3.3,180,2560,65,98,63,40,73,96,435,Iron Barbs,Lightning Rod,,Sturdy,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0,0,0,Togedemaru,,,,,,,Togedemaru,TRUE,,,,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac."
778,7,VII,Mimikyu,Mimikkyu,ghost,fairy,Disguise Pokémon,50.2,49.8,0.2,0.7,45,5120,55,90,80,50,105,96,476,Disguise,,,,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1,0,0,0,Mimikyu,,,,,,,Mimikyu,TRUE,,,,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier."
779,7,VII,Bruxish,Hagigishiri,water,psychic,Gnash Teeth Pokémon,50,50,0.9,19,80,3840,68,105,70,70,70,92,475,Dazzling,Strong Jaw,,Wonder Skin,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0,0,0,Bruxish,,,,,,,Bruxish,TRUE,,,,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area."
780,7,VII,Drampa,Jijilong,normal,dragon,Placid Pokémon,50.2,49.8,3,185,70,5120,78,60,85,135,91,36,485,Berserk,Sap Sipper,,Cloud Nine,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2,0,0,0,Drampa,,,,,,,Drampa,TRUE,,,,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below."
781,7,VII,Dhelmise,Dadarin,ghost,grass,Sea Creeper Pokémon,,,3.9,210,25,6400,70,131,100,86,90,40,517,Steelworker,,,,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,0,0,0,Dhelmise,,,,,,,Dhelmise,TRUE,,,,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon."
782,7,VII,Jangmo-o,Jyarako,dragon,,Scaly Pokémon,50.2,49.8,0.6,29.7,45,10240,45,55,65,45,45,45,300,Bulletproof,Soundproof,,Overcoat,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0,0,0,Jangmo-o,Level ,Hakamo-o,Level ,Kommo-o,,,Kommo-o,FALSE,,,,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.
783,7,VII,Hakamo-o,Jyarango,dragon,fighting,Scaly Pokémon,50.2,49.8,1.2,47,45,10240,55,75,90,65,70,65,420,Bulletproof,Soundproof,,Overcoat,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,0,0,0,Jangmo-o,Level ,Hakamo-o,Level ,Kommo-o,,,Kommo-o,FALSE,,,,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents."
784,7,VII,Kommo-o,Jyararanga,dragon,fighting,Scaly Pokémon,50.2,49.8,1.6,78.2,45,10240,75,110,125,100,105,85,600,Bulletproof,Soundproof,,Overcoat,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,0,0,0,Jangmo-o,Level ,Hakamo-o,Level ,Kommo-o,,,Kommo-o,TRUE,,,,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.
785,7,VII,Tapu Koko,Kapu-kokeko,electric,fairy,Land Spirit Pokémon,,,1.8,20.5,3,3840,70,115,85,95,75,130,570,Electric Surge,,,Telepathy,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,1,0,0,Tapu Koko,,,,,,,Tapu Koko,TRUE,,,,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack."
786,7,VII,Tapu Lele,Kapu-tetefu,psychic,fairy,Land Spirit Pokémon,,,1.2,18.6,3,3840,70,85,75,130,115,95,570,Psychic Surge,,,Telepathy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,1,0,0,Tapu Lele,,,,,,,Tapu Lele,TRUE,,,,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.
